"exchange","bid","ask","time","created_at"
"coincheck","485020.0","485092.0","1502783147","2017-08-15 07:45:47 UTC"
"coincheck","484691.0","485000.0","1502783267","2017-08-15 07:47:47 UTC"
"zaif","484150.0","484300.0","1502783268","2017-08-15 07:47:48 UTC"
"coincheck","484703.0","484995.0","1502783269","2017-08-15 07:47:49 UTC"
"zaif","484155.0","484300.0","1502783269","2017-08-15 07:47:49 UTC"
"coincheck","485000.0","485004.0","1502783271","2017-08-15 07:47:51 UTC"
"zaif","484155.0","484300.0","1502783271","2017-08-15 07:47:51 UTC"
"coincheck","485000.0","485002.0","1502783272","2017-08-15 07:47:52 UTC"
"zaif","484155.0","484300.0","1502783273","2017-08-15 07:47:53 UTC"
"coincheck","484717.0","485003.0","1502783274","2017-08-15 07:47:54 UTC"
"zaif","484160.0","484300.0","1502783274","2017-08-15 07:47:54 UTC"
"coincheck","484722.0","484792.0","1502783276","2017-08-15 07:47:56 UTC"
"zaif","484310.0","484325.0","1502783276","2017-08-15 07:47:56 UTC"
"coincheck","484501.0","484617.0","1502783278","2017-08-15 07:47:58 UTC"
"zaif","484310.0","484380.0","1502783278","2017-08-15 07:47:58 UTC"
"coincheck","484506.0","484615.0","1502783279","2017-08-15 07:47:59 UTC"
"zaif","484315.0","484380.0","1502783280","2017-08-15 07:48:00 UTC"
"coincheck","484508.0","484622.0","1502783281","2017-08-15 07:48:01 UTC"
"zaif","484350.0","484380.0","1502783281","2017-08-15 07:48:01 UTC"
"coincheck","484514.0","484622.0","1502783283","2017-08-15 07:48:03 UTC"
"zaif","484350.0","484380.0","1502783283","2017-08-15 07:48:03 UTC"
"coincheck","484515.0","484622.0","1502783284","2017-08-15 07:48:04 UTC"
"zaif","484355.0","484380.0","1502783284","2017-08-15 07:48:04 UTC"
"coincheck","484521.0","484622.0","1502783286","2017-08-15 07:48:06 UTC"
"zaif","484355.0","484380.0","1502783286","2017-08-15 07:48:06 UTC"
"coincheck","484523.0","484574.0","1502783287","2017-08-15 07:48:07 UTC"
"zaif","484355.0","484380.0","1502783288","2017-08-15 07:48:08 UTC"
"coincheck","484528.0","484574.0","1502783289","2017-08-15 07:48:09 UTC"
"zaif","484355.0","484380.0","1502783289","2017-08-15 07:48:09 UTC"
"coincheck","484529.0","484574.0","1502783291","2017-08-15 07:48:11 UTC"
"zaif","484355.0","484380.0","1502783291","2017-08-15 07:48:11 UTC"
"coincheck","484550.0","484574.0","1502783292","2017-08-15 07:48:12 UTC"
"zaif","484355.0","484380.0","1502783292","2017-08-15 07:48:12 UTC"
"coincheck","484551.0","484574.0","1502783294","2017-08-15 07:48:14 UTC"
"zaif","484355.0","484380.0","1502783294","2017-08-15 07:48:14 UTC"
"coincheck","484551.0","484574.0","1502783295","2017-08-15 07:48:15 UTC"
"zaif","484355.0","484380.0","1502783295","2017-08-15 07:48:15 UTC"
"coincheck","484551.0","484574.0","1502783296","2017-08-15 07:48:16 UTC"
"zaif","484355.0","484380.0","1502783297","2017-08-15 07:48:17 UTC"
"coincheck","484556.0","484622.0","1502783298","2017-08-15 07:48:18 UTC"
"zaif","484355.0","484380.0","1502783298","2017-08-15 07:48:18 UTC"
"coincheck","484557.0","484900.0","1502783300","2017-08-15 07:48:20 UTC"
"zaif","484355.0","484380.0","1502783300","2017-08-15 07:48:20 UTC"
"coincheck","484563.0","484950.0","1502783302","2017-08-15 07:48:22 UTC"
"zaif","484360.0","484415.0","1502783302","2017-08-15 07:48:22 UTC"
"coincheck","484567.0","484969.0","1502783303","2017-08-15 07:48:23 UTC"
"zaif","484365.0","484415.0","1502783303","2017-08-15 07:48:23 UTC"
"coincheck","484572.0","484977.0","1502783305","2017-08-15 07:48:25 UTC"
"zaif","484365.0","484415.0","1502783305","2017-08-15 07:48:25 UTC"
"coincheck","484578.0","484968.0","1502783306","2017-08-15 07:48:26 UTC"
"zaif","484370.0","484415.0","1502783307","2017-08-15 07:48:27 UTC"
"coincheck","484586.0","484959.0","1502783308","2017-08-15 07:48:28 UTC"
"zaif","484370.0","484410.0","1502783308","2017-08-15 07:48:28 UTC"
"coincheck","484590.0","484949.0","1502783310","2017-08-15 07:48:30 UTC"
"zaif","484375.0","484410.0","1502783310","2017-08-15 07:48:30 UTC"
"coincheck","484604.0","484954.0","1502783311","2017-08-15 07:48:31 UTC"
"zaif","484375.0","484415.0","1502783312","2017-08-15 07:48:32 UTC"
"coincheck","484614.0","485023.0","1502783313","2017-08-15 07:48:33 UTC"
"zaif","484375.0","484415.0","1502783313","2017-08-15 07:48:33 UTC"
"coincheck","484625.0","485021.0","1502783315","2017-08-15 07:48:35 UTC"
"zaif","484380.0","484410.0","1502783315","2017-08-15 07:48:35 UTC"
"coincheck","484634.0","485023.0","1502783317","2017-08-15 07:48:37 UTC"
"zaif","484380.0","484410.0","1502783317","2017-08-15 07:48:37 UTC"
"coincheck","484704.0","485000.0","1502783319","2017-08-15 07:48:39 UTC"
"zaif","484415.0","484540.0","1502783320","2017-08-15 07:48:40 UTC"
"coincheck","484714.0","485000.0","1502783321","2017-08-15 07:48:41 UTC"
"zaif","484415.0","484540.0","1502783321","2017-08-15 07:48:41 UTC"
"coincheck","484727.0","485000.0","1502783322","2017-08-15 07:48:42 UTC"
"zaif","484420.0","484540.0","1502783323","2017-08-15 07:48:43 UTC"
"coincheck","484734.0","485000.0","1502783324","2017-08-15 07:48:44 UTC"
"zaif","484420.0","484540.0","1502783324","2017-08-15 07:48:44 UTC"
"coincheck","484743.0","485000.0","1502783326","2017-08-15 07:48:46 UTC"
"zaif","484425.0","484540.0","1502783326","2017-08-15 07:48:46 UTC"
"coincheck","484753.0","485000.0","1502783327","2017-08-15 07:48:47 UTC"
"zaif","484540.0","484625.0","1502783327","2017-08-15 07:48:47 UTC"
"zaif","484590.0","484930.0","1502783358","2017-08-15 07:49:18 UTC"
"coincheck","485004.0","485336.0","1502783359","2017-08-15 07:49:19 UTC"
"zaif","484590.0","484825.0","1502783359","2017-08-15 07:49:19 UTC"
"coincheck","485016.0","485327.0","1502783360","2017-08-15 07:49:20 UTC"
"zaif","484595.0","484900.0","1502783361","2017-08-15 07:49:21 UTC"
"coincheck","485024.0","485585.0","1502783362","2017-08-15 07:49:22 UTC"
"zaif","484595.0","484900.0","1502783362","2017-08-15 07:49:22 UTC"
"coincheck","485101.0","485579.0","1502783364","2017-08-15 07:49:24 UTC"
"zaif","484600.0","484700.0","1502783364","2017-08-15 07:49:24 UTC"
"coincheck","485340.0","485795.0","1502783365","2017-08-15 07:49:25 UTC"
"zaif","484600.0","484700.0","1502783365","2017-08-15 07:49:25 UTC"
"coincheck","485346.0","485791.0","1502783367","2017-08-15 07:49:27 UTC"
"zaif","484600.0","484995.0","1502783367","2017-08-15 07:49:27 UTC"
"coincheck","485352.0","485785.0","1502783368","2017-08-15 07:49:28 UTC"
"zaif","484605.0","484995.0","1502783368","2017-08-15 07:49:28 UTC"
"coincheck","485361.0","485781.0","1502783370","2017-08-15 07:49:30 UTC"
"zaif","484605.0","484995.0","1502783370","2017-08-15 07:49:30 UTC"
"zaif","484890.0","484935.0","1502783148","2017-08-15 07:45:48 UTC"
"coincheck","485011.0","485088.0","1502783149","2017-08-15 07:45:49 UTC"
"zaif","484895.0","484920.0","1502783149","2017-08-15 07:45:49 UTC"
"coincheck","485011.0","485012.0","1502783150","2017-08-15 07:45:50 UTC"
"zaif","484865.0","484890.0","1502783150","2017-08-15 07:45:50 UTC"
"coincheck","485011.0","485021.0","1502783152","2017-08-15 07:45:52 UTC"
"zaif","484775.0","484885.0","1502783152","2017-08-15 07:45:52 UTC"
"coincheck","485004.0","485011.0","1502783154","2017-08-15 07:45:54 UTC"
"zaif","484775.0","484875.0","1502783154","2017-08-15 07:45:54 UTC"
"coincheck","485004.0","485009.0","1502783155","2017-08-15 07:45:55 UTC"
"zaif","484645.0","484655.0","1502783156","2017-08-15 07:45:56 UTC"
"coincheck","485004.0","485009.0","1502783157","2017-08-15 07:45:57 UTC"
"zaif","484645.0","484740.0","1502783157","2017-08-15 07:45:57 UTC"
"coincheck","485004.0","485010.0","1502783158","2017-08-15 07:45:58 UTC"
"zaif","484660.0","484740.0","1502783159","2017-08-15 07:45:59 UTC"
"coincheck","485004.0","485009.0","1502783160","2017-08-15 07:46:00 UTC"
"zaif","484645.0","484740.0","1502783160","2017-08-15 07:46:00 UTC"
"coincheck","485004.0","485005.0","1502783161","2017-08-15 07:46:01 UTC"
"zaif","485000.0","485010.0","1502783161","2017-08-15 07:46:01 UTC"
"coincheck","485001.0","485005.0","1502783163","2017-08-15 07:46:03 UTC"
"zaif","484495.0","484880.0","1502783163","2017-08-15 07:46:03 UTC"
"coincheck","485001.0","485021.0","1502783164","2017-08-15 07:46:04 UTC"
"zaif","484495.0","484550.0","1502783165","2017-08-15 07:46:05 UTC"
"coincheck","485002.0","485004.0","1502783166","2017-08-15 07:46:06 UTC"
"zaif","484500.0","484550.0","1502783166","2017-08-15 07:46:06 UTC"
"coincheck","485001.0","485004.0","1502783167","2017-08-15 07:46:07 UTC"
"zaif","484500.0","484545.0","1502783168","2017-08-15 07:46:08 UTC"
"coincheck","485001.0","485004.0","1502783169","2017-08-15 07:46:09 UTC"
"zaif","484500.0","484550.0","1502783169","2017-08-15 07:46:09 UTC"
"coincheck","485001.0","485004.0","1502783171","2017-08-15 07:46:11 UTC"
"zaif","484655.0","484740.0","1502783171","2017-08-15 07:46:11 UTC"
"coincheck","485000.0","485004.0","1502783172","2017-08-15 07:46:12 UTC"
"zaif","484400.0","484415.0","1502783172","2017-08-15 07:46:12 UTC"
"coincheck","485000.0","485004.0","1502783174","2017-08-15 07:46:14 UTC"
"zaif","484400.0","484415.0","1502783174","2017-08-15 07:46:14 UTC"
"coincheck","485002.0","485003.0","1502783175","2017-08-15 07:46:15 UTC"
"zaif","484400.0","484415.0","1502783176","2017-08-15 07:46:16 UTC"
"coincheck","485000.0","485004.0","1502783177","2017-08-15 07:46:17 UTC"
"zaif","484400.0","484520.0","1502783177","2017-08-15 07:46:17 UTC"
"coincheck","485000.0","485001.0","1502783179","2017-08-15 07:46:19 UTC"
"zaif","484400.0","484520.0","1502783179","2017-08-15 07:46:19 UTC"
"coincheck","485000.0","485001.0","1502783180","2017-08-15 07:46:20 UTC"
"zaif","484400.0","484520.0","1502783180","2017-08-15 07:46:20 UTC"
"coincheck","484905.0","484990.0","1502783182","2017-08-15 07:46:22 UTC"
"zaif","484405.0","484510.0","1502783182","2017-08-15 07:46:22 UTC"
"coincheck","484900.0","484986.0","1502783184","2017-08-15 07:46:24 UTC"
"zaif","484410.0","484510.0","1502783184","2017-08-15 07:46:24 UTC"
"coincheck","484900.0","484981.0","1502783186","2017-08-15 07:46:26 UTC"
"zaif","484410.0","484505.0","1502783186","2017-08-15 07:46:26 UTC"
"coincheck","484900.0","484981.0","1502783188","2017-08-15 07:46:28 UTC"
"zaif","484410.0","484500.0","1502783188","2017-08-15 07:46:28 UTC"
"coincheck","484905.0","484986.0","1502783190","2017-08-15 07:46:30 UTC"
"zaif","484415.0","484505.0","1502783190","2017-08-15 07:46:30 UTC"
"coincheck","484902.0","484986.0","1502783191","2017-08-15 07:46:31 UTC"
"zaif","484335.0","484500.0","1502783191","2017-08-15 07:46:31 UTC"
"coincheck","484805.0","484981.0","1502783193","2017-08-15 07:46:33 UTC"
"zaif","484340.0","484500.0","1502783193","2017-08-15 07:46:33 UTC"
"coincheck","484807.0","484977.0","1502783194","2017-08-15 07:46:34 UTC"
"zaif","484335.0","484530.0","1502783195","2017-08-15 07:46:35 UTC"
"coincheck","484105.0","484972.0","1502783196","2017-08-15 07:46:36 UTC"
"zaif","484340.0","484530.0","1502783196","2017-08-15 07:46:36 UTC"
"coincheck","484156.0","484963.0","1502783197","2017-08-15 07:46:37 UTC"
"zaif","484340.0","484525.0","1502783198","2017-08-15 07:46:38 UTC"
"coincheck","484214.0","484954.0","1502783199","2017-08-15 07:46:39 UTC"
"zaif","484320.0","484325.0","1502783199","2017-08-15 07:46:39 UTC"
"coincheck","484223.0","484700.0","1502783201","2017-08-15 07:46:41 UTC"
"zaif","484295.0","484325.0","1502783201","2017-08-15 07:46:41 UTC"
"coincheck","484231.0","484694.0","1502783202","2017-08-15 07:46:42 UTC"
"zaif","484295.0","484325.0","1502783202","2017-08-15 07:46:42 UTC"
"coincheck","484242.0","484685.0","1502783204","2017-08-15 07:46:44 UTC"
"zaif","484295.0","484325.0","1502783204","2017-08-15 07:46:44 UTC"
"coincheck","484339.0","484595.0","1502783206","2017-08-15 07:46:46 UTC"
"zaif","484295.0","484325.0","1502783206","2017-08-15 07:46:46 UTC"
"coincheck","484343.0","484586.0","1502783207","2017-08-15 07:46:47 UTC"
"coincheck","484759.0","485000.0","1502783329","2017-08-15 07:48:49 UTC"
"zaif","484545.0","484625.0","1502783329","2017-08-15 07:48:49 UTC"
"coincheck","484763.0","485000.0","1502783330","2017-08-15 07:48:50 UTC"
"zaif","484430.0","484625.0","1502783330","2017-08-15 07:48:50 UTC"
"coincheck","484770.0","485024.0","1502783332","2017-08-15 07:48:52 UTC"
"zaif","484440.0","484620.0","1502783333","2017-08-15 07:48:53 UTC"
"coincheck","484781.0","485024.0","1502783334","2017-08-15 07:48:54 UTC"
"zaif","484440.0","484615.0","1502783334","2017-08-15 07:48:54 UTC"
"coincheck","484786.0","485024.0","1502783336","2017-08-15 07:48:56 UTC"
"zaif","484690.0","484770.0","1502783336","2017-08-15 07:48:56 UTC"
"coincheck","484792.0","485024.0","1502783337","2017-08-15 07:48:57 UTC"
"zaif","484440.0","484690.0","1502783337","2017-08-15 07:48:57 UTC"
"coincheck","485028.0","485240.0","1502783339","2017-08-15 07:48:59 UTC"
"zaif","484440.0","484690.0","1502783339","2017-08-15 07:48:59 UTC"
"coincheck","485032.0","485240.0","1502783340","2017-08-15 07:49:00 UTC"
"zaif","484440.0","484690.0","1502783340","2017-08-15 07:49:00 UTC"
"coincheck","485037.0","485040.0","1502783342","2017-08-15 07:49:02 UTC"
"zaif","484445.0","484690.0","1502783342","2017-08-15 07:49:02 UTC"
"zaif","484295.0","484325.0","1502783208","2017-08-15 07:46:48 UTC"
"coincheck","484339.0","484495.0","1502783209","2017-08-15 07:46:49 UTC"
"zaif","484295.0","484325.0","1502783209","2017-08-15 07:46:49 UTC"
"coincheck","484372.0","484395.0","1502783211","2017-08-15 07:46:51 UTC"
"zaif","484295.0","484325.0","1502783212","2017-08-15 07:46:52 UTC"
"coincheck","484300.0","484362.0","1502783213","2017-08-15 07:46:53 UTC"
"zaif","484235.0","484320.0","1502783213","2017-08-15 07:46:53 UTC"
"coincheck","484000.0","484400.0","1502783216","2017-08-15 07:46:56 UTC"
"coincheck","485021.0","485050.0","1502783140","2017-08-15 07:45:40 UTC"
"zaif","484880.0","484945.0","1502783140","2017-08-15 07:45:40 UTC"
"coincheck","485026.0","485028.0","1502783141","2017-08-15 07:45:41 UTC"
"zaif","484880.0","484945.0","1502783142","2017-08-15 07:45:42 UTC"
"coincheck","485104.0","485419.0","1502783143","2017-08-15 07:45:43 UTC"
"zaif","484890.0","484950.0","1502783143","2017-08-15 07:45:43 UTC"
"coincheck","485109.0","485355.0","1502783144","2017-08-15 07:45:44 UTC"
"zaif","484895.0","485010.0","1502783144","2017-08-15 07:45:44 UTC"
"coincheck","485114.0","485300.0","1502783146","2017-08-15 07:45:46 UTC"
"zaif","484880.0","485005.0","1502783146","2017-08-15 07:45:46 UTC"
"zaif","484230.0","484320.0","1502783216","2017-08-15 07:46:56 UTC"
"coincheck","484079.0","484400.0","1502783218","2017-08-15 07:46:58 UTC"
"zaif","484230.0","484315.0","1502783218","2017-08-15 07:46:58 UTC"
"coincheck","484084.0","484391.0","1502783220","2017-08-15 07:47:00 UTC"
"zaif","484230.0","484320.0","1502783220","2017-08-15 07:47:00 UTC"
"coincheck","484300.0","484389.0","1502783221","2017-08-15 07:47:01 UTC"
"zaif","484240.0","484320.0","1502783221","2017-08-15 07:47:01 UTC"
"coincheck","484342.0","484382.0","1502783223","2017-08-15 07:47:03 UTC"
"zaif","484240.0","484315.0","1502783223","2017-08-15 07:47:03 UTC"
"coincheck","484300.0","484394.0","1502783225","2017-08-15 07:47:05 UTC"
"zaif","484240.0","484315.0","1502783225","2017-08-15 07:47:05 UTC"
"coincheck","484112.0","484310.0","1502783226","2017-08-15 07:47:06 UTC"
"zaif","484240.0","484315.0","1502783227","2017-08-15 07:47:07 UTC"
"coincheck","484121.0","484270.0","1502783228","2017-08-15 07:47:08 UTC"
"zaif","484245.0","484300.0","1502783228","2017-08-15 07:47:08 UTC"
"coincheck","484147.0","484700.0","1502783230","2017-08-15 07:47:10 UTC"
"zaif","484245.0","484300.0","1502783230","2017-08-15 07:47:10 UTC"
"coincheck","484401.0","484697.0","1502783231","2017-08-15 07:47:11 UTC"
"zaif","484250.0","484295.0","1502783232","2017-08-15 07:47:12 UTC"
"coincheck","484217.0","484350.0","1502783233","2017-08-15 07:47:13 UTC"
"zaif","484140.0","484325.0","1502783233","2017-08-15 07:47:13 UTC"
"coincheck","484217.0","484347.0","1502783236","2017-08-15 07:47:16 UTC"
"zaif","484145.0","484300.0","1502783236","2017-08-15 07:47:16 UTC"
"coincheck","484301.0","484350.0","1502783237","2017-08-15 07:47:17 UTC"
"zaif","484140.0","484300.0","1502783237","2017-08-15 07:47:17 UTC"
"coincheck","484354.0","484699.0","1502783239","2017-08-15 07:47:19 UTC"
"zaif","484145.0","484300.0","1502783239","2017-08-15 07:47:19 UTC"
"coincheck","484359.0","484699.0","1502783241","2017-08-15 07:47:21 UTC"
"zaif","484145.0","484295.0","1502783241","2017-08-15 07:47:21 UTC"
"coincheck","484365.0","484699.0","1502783242","2017-08-15 07:47:22 UTC"
"zaif","484140.0","484295.0","1502783243","2017-08-15 07:47:23 UTC"
"coincheck","484504.0","484858.0","1502783244","2017-08-15 07:47:24 UTC"
"zaif","484140.0","484300.0","1502783244","2017-08-15 07:47:24 UTC"
"coincheck","484508.0","484699.0","1502783246","2017-08-15 07:47:26 UTC"
"zaif","484145.0","484300.0","1502783246","2017-08-15 07:47:26 UTC"
"coincheck","484699.0","484859.0","1502783248","2017-08-15 07:47:28 UTC"
"zaif","484145.0","484295.0","1502783248","2017-08-15 07:47:28 UTC"
"coincheck","484611.0","484980.0","1502783249","2017-08-15 07:47:29 UTC"
"zaif","484140.0","484295.0","1502783249","2017-08-15 07:47:29 UTC"
"coincheck","484620.0","484923.0","1502783251","2017-08-15 07:47:31 UTC"
"zaif","484145.0","484290.0","1502783252","2017-08-15 07:47:32 UTC"
"coincheck","484630.0","484877.0","1502783253","2017-08-15 07:47:33 UTC"
"zaif","484150.0","484300.0","1502783253","2017-08-15 07:47:33 UTC"
"coincheck","484631.0","484837.0","1502783255","2017-08-15 07:47:35 UTC"
"zaif","484150.0","484300.0","1502783255","2017-08-15 07:47:35 UTC"
"coincheck","484639.0","484833.0","1502783257","2017-08-15 07:47:37 UTC"
"zaif","484155.0","484300.0","1502783257","2017-08-15 07:47:37 UTC"
"coincheck","484643.0","484801.0","1502783258","2017-08-15 07:47:38 UTC"
"zaif","484155.0","484300.0","1502783259","2017-08-15 07:47:39 UTC"
"coincheck","484647.0","484990.0","1502783260","2017-08-15 07:47:40 UTC"
"zaif","484150.0","484300.0","1502783260","2017-08-15 07:47:40 UTC"
"coincheck","484656.0","484999.0","1502783262","2017-08-15 07:47:42 UTC"
"zaif","484140.0","484300.0","1502783262","2017-08-15 07:47:42 UTC"
"coincheck","484669.0","484999.0","1502783264","2017-08-15 07:47:44 UTC"
"zaif","484145.0","484300.0","1502783264","2017-08-15 07:47:44 UTC"
"coincheck","484681.0","484992.0","1502783266","2017-08-15 07:47:46 UTC"
"zaif","484145.0","484295.0","1502783266","2017-08-15 07:47:46 UTC"
"coincheck","485038.0","485040.0","1502783343","2017-08-15 07:49:03 UTC"
"zaif","484480.0","484840.0","1502783344","2017-08-15 07:49:04 UTC"
"coincheck","485035.0","485040.0","1502783346","2017-08-15 07:49:06 UTC"
"zaif","484575.0","484840.0","1502783346","2017-08-15 07:49:06 UTC"
"coincheck","485035.0","485040.0","1502783348","2017-08-15 07:49:08 UTC"
"zaif","484580.0","484840.0","1502783348","2017-08-15 07:49:08 UTC"
"coincheck","484800.0","485040.0","1502783349","2017-08-15 07:49:09 UTC"
"zaif","484580.0","484835.0","1502783350","2017-08-15 07:49:10 UTC"
"coincheck","484813.0","485028.0","1502783351","2017-08-15 07:49:11 UTC"
"zaif","484580.0","484835.0","1502783351","2017-08-15 07:49:11 UTC"
"coincheck","484817.0","485028.0","1502783353","2017-08-15 07:49:13 UTC"
"zaif","484585.0","484835.0","1502783353","2017-08-15 07:49:13 UTC"
"coincheck","484822.0","485024.0","1502783354","2017-08-15 07:49:14 UTC"
"zaif","484585.0","484830.0","1502783355","2017-08-15 07:49:15 UTC"
"coincheck","484723.0","485999.0","1502783356","2017-08-15 07:49:16 UTC"
"zaif","484585.0","484830.0","1502783356","2017-08-15 07:49:16 UTC"
"coincheck","484732.0","485349.0","1502783357","2017-08-15 07:49:17 UTC"
"coincheck","485366.0","485776.0","1502783371","2017-08-15 07:49:31 UTC"
"zaif","484605.0","484990.0","1502783372","2017-08-15 07:49:32 UTC"
"coincheck","485450.0","485771.0","1502783373","2017-08-15 07:49:33 UTC"
"zaif","484610.0","484990.0","1502783373","2017-08-15 07:49:33 UTC"
"coincheck","485460.0","485762.0","1502783375","2017-08-15 07:49:35 UTC"
"zaif","484625.0","484985.0","1502783375","2017-08-15 07:49:35 UTC"
"coincheck","485469.0","485754.0","1502783376","2017-08-15 07:49:36 UTC"
"zaif","484625.0","484995.0","1502783376","2017-08-15 07:49:36 UTC"
"coincheck","485473.0","485999.0","1502783378","2017-08-15 07:49:38 UTC"
"zaif","484630.0","484995.0","1502783378","2017-08-15 07:49:38 UTC"
"coincheck","485483.0","485955.0","1502783379","2017-08-15 07:49:39 UTC"
"zaif","484655.0","484995.0","1502783380","2017-08-15 07:49:40 UTC"
"coincheck","485484.0","485486.0","1502783382","2017-08-15 07:49:42 UTC"
"zaif","484655.0","484995.0","1502783382","2017-08-15 07:49:42 UTC"
"coincheck","485481.0","485482.0","1502783383","2017-08-15 07:49:43 UTC"
"zaif","484660.0","484995.0","1502783384","2017-08-15 07:49:44 UTC"
"coincheck","485491.0","485879.0","1502783385","2017-08-15 07:49:45 UTC"
"zaif","484660.0","484995.0","1502783385","2017-08-15 07:49:45 UTC"
"coincheck","485500.0","485877.0","1502783386","2017-08-15 07:49:46 UTC"
"zaif","484665.0","484995.0","1502783387","2017-08-15 07:49:47 UTC"
"coincheck","485509.0","485853.0","1502783388","2017-08-15 07:49:48 UTC"
"zaif","484665.0","484995.0","1502783388","2017-08-15 07:49:48 UTC"
"coincheck","485518.0","485848.0","1502783389","2017-08-15 07:49:49 UTC"
